order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,Item,Supplier,Order made On,Order received On,Lead Time,Quantity,Cost/unit,Review,Liked
697,05/05/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight,Oil,Tel-Ghee,01/10/2012,01/17/2012,7,2742,102,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
698,11/26/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night,Oil,AirTeli,01/12/2012,01/17/2012,5,2739,101,I was mortified.,0
699,09/09/2022,Cold coffee,Beverages,40,1,40,Online,Mr.,Evening,Oil,Teli Belly,01/20/2012,01/26/2012,6,5572,101,"Needless to say, we will never be back here again.",0
700,11/15/2022,Frankie,Fastfood,50,6,300,Cash,Mrs.,Evening,Oil,Tel-Ghee,01/17/2012,01/21/2012,4,6537,106,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0
701,07/19/2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening,Oil,AirTeli,01/19/2012,01/26/2012,7,1840,106,"The chips that came out were dripping with grease, and mostly not edible.",0
702,03/25/2023,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Afternoon,Oil,Teli Belly,01/27/2012,01/30/2012,3,3682,104,I wasn't really impressed with Strip Steak.,0
703,01/11/2022,Panipuri,Fastfood,20,10,200,Online,Mrs.,Afternoon,Oil,Tel-Ghee,01/24/2012,01/30/2012,6,2582,100,Have been going since 2007 and every meal has been awesome!!,1
704,08/14/2022,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening,Oil,AirTeli,01/26/2012,02/01/2012,6,3646,103,Our server was very nice and attentive as were the other serving staff.,1
705,07/10/2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Evening,Oil,Teli Belly,02/03/2012,02/09/2012,6,3064,100,The cashier was friendly and even brought the food out to me.,1
706,05/02/2023,Frankie,Fastfood,50,8,400,Online,Mr.,Night,Oil,Tel-Ghee,01/31/2012,02/04/2012,4,2818,100,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
707,12/16/2022,Panipuri,Fastfood,20,2,40,Online,Mr.,Night,Oil,AirTeli,02/02/2012,02/08/2012,6,3977,104,The atmosphere here is fun.,1
708,03/15/2023,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Midnight,Oil,Teli Belly,02/10/2012,02/15/2012,5,1890,105,Would not recommend to others.,0
709,02/22/2023,Cold coffee,Beverages,40,6,240,Cash,Mr.,Morning,Oil,Tel-Ghee,02/07/2012,02/11/2012,4,2899,101,"Service is quick and even ""to go"" orders are just like we like it!",1
710,03/15/2023,Sandwich,Fastfood,60,15,900,Cash,Mr.,Night,Oil,AirTeli,02/09/2012,02/12/2012,3,5818,101,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
711,10/30/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Afternoon,Oil,Teli Belly,02/17/2012,02/19/2012,2,3909,100,"That said, our mouths and bellies were still quite pleased.",1
712,12/17/2022,Vadapav,Fastfood,20,3,60,Online,Mrs.,Midnight,Oil,Tel-Ghee,02/14/2012,02/19/2012,5,2645,105,Not my thing.,0
713,02/12/2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Morning,Oil,AirTeli,02/16/2012,02/22/2012,6,3151,101,2 Thumbs Up!!,1
714,12/14/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Afternoon,Oil,Teli Belly,02/24/2012,02/29/2012,5,3129,101,If you are reading this please don't go there.,0
715,12/04/2022,Sandwich,Fastfood,60,1,60,Online,Mr.,Morning,Oil,Tel-Ghee,02/21/2012,02/26/2012,5,4508,100,"I loved the grilled pizza, reminded me of legit Italian pizza.",1
716,03/12/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Midnight,Oil,AirTeli,02/23/2012,02/26/2012,3,3430,101,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
717,11/10/2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Evening,Oil,Teli Belly,03/02/2012,03/05/2012,3,3391,100,They have a really nice atmosphere.,1
718,12/28/2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon,Oil,Tel-Ghee,02/28/2012,03/06/2012,7,4884,104,Tonight I had the Elk Filet special...and it sucked.,0
719,09/05/2022,Vadapav,Fastfood,20,15,300,Cash,Mrs.,Midnight,Oil,AirTeli,03/01/2012,03/04/2012,3,2277,106,"After one bite, I was hooked.",1
720,10/05/2022,Frankie,Fastfood,50,14,700,Cash,Mrs.,Morning,Oil,Teli Belly,03/09/2012,03/15/2012,6,4491,100,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
721,08/13/2022,Panipuri,Fastfood,20,12,240,Cash,Mr.,Afternoon,Oil,Tel-Ghee,03/06/2012,03/13/2012,7,3924,102,"Cute, quaint, simple, honest.",1
722,09/14/2022,Vadapav,Fastfood,20,15,300,Cash,Mr.,Midnight,Oil,AirTeli,03/08/2012,03/15/2012,7,2605,102,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
723,02/16/2023,Cold coffee,Beverages,40,10,400,Online,Mr.,Evening,Oil,Teli Belly,03/16/2012,03/22/2012,6,2139,103,"The food was great as always, compliments to the chef.",1
724,06/27/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night,Oil,Tel-Ghee,03/13/2012,03/18/2012,5,2058,106,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
725,04/07/2022,Vadapav,Fastfood,20,6,120,Online,Mrs.,Afternoon,Oil,AirTeli,03/15/2012,03/22/2012,7,7158,100,Awesome selection of beer.,1
726,11/09/2022,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning,Oil,Teli Belly,03/23/2012,03/27/2012,4,2789,105,Great food and awesome service!,1
727,08/25/2022,Aalopuri,Fastfood,20,5,100,Cash,Mrs.,Midnight,Oil,Tel-Ghee,03/20/2012,03/26/2012,6,4595,105,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1
728,03/08/2022,Vadapav,Fastfood,20,1,20,Online,Mr.,Midnight,Oil,AirTeli,03/22/2012,03/28/2012,6,4100,104,A FLY was in my apple juice.. A FLY!!!!!!!!,0
729,11/24/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night,Oil,Teli Belly,03/30/2012,04/05/2012,6,3234,103,The Han Nan Chicken was also very tasty.,1
730,06/28/2022,Frankie,Fastfood,50,13,650,Cash,Mrs.,Afternoon,Oil,Tel-Ghee,03/27/2012,03/31/2012,4,5180,102,"As for the service, I thought it was good.",1
731,09/03/2023,Frankie,Fastfood,50,10,500,Cash,Mrs.,Afternoon,Oil,AirTeli,03/29/2012,04/03/2012,5,2547,101,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0
732,06/13/2022,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Midnight,Oil,Teli Belly,04/06/2012,04/10/2012,4,4684,100,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
733,03/02/2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Evening,Oil,Tel-Ghee,04/03/2012,04/10/2012,7,2922,105,Nicest Chinese restaurant I've been in a while.,1
734,07/10/2022,Frankie,Fastfood,50,7,350,Cash,Mr.,Evening,Oil,AirTeli,04/05/2012,04/12/2012,7,2294,105,"Overall, I like there food and the service.",1
735,10/08/2022,Panipuri,Fastfood,20,11,220,Cash,Mr.,Morning,Oil,Teli Belly,04/13/2012,04/19/2012,6,1783,100,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
736,09/25/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,Oil,Tel-Ghee,04/10/2012,04/15/2012,5,1825,102,"Probably never coming back, and wouldn't recommend it.",0
737,09/20/2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Night,Oil,AirTeli,04/12/2012,04/15/2012,3,6780,103,"Friend's pasta -- also bad, he barely touched it.",0
738,01/03/2023,Sandwich,Fastfood,60,4,240,Online,Mrs.,Morning,Oil,Teli Belly,04/20/2012,04/26/2012,6,5460,100,"Try them in the airport to experience some tasty food and speedy, friendly service.",1
739,06/06/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night,Oil,Tel-Ghee,04/17/2012,04/22/2012,5,3810,105,I love the decor with the Chinese calligraphy wall paper.,1
740,07/30/2022,Aalopuri,Fastfood,20,9,180,Cash,Mr.,Midnight,Oil,AirTeli,04/19/2012,04/22/2012,3,1738,101,Never had anything to complain about here.,1
741,07/16/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon,Oil,Teli Belly,04/27/2012,05/03/2012,6,2832,105,The restaurant is very clean and has a family restaurant feel to it.,1
742,11/18/2022,Panipuri,Fastfood,20,14,280,Online,Mr.,Night,Oil,Tel-Ghee,04/24/2012,04/28/2012,4,3856,103,It was way over fried.,0
743,09/11/2022,Panipuri,Fastfood,20,1,20,Cash,Mr.,Morning,Oil,AirTeli,04/26/2012,05/02/2012,6,1986,104,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
744,06/25/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Morning,Oil,Teli Belly,05/04/2012,05/10/2012,6,4130,102,"When I opened the sandwich, I was impressed, but not in a good way.",0
745,11/09/2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Evening,Oil,Tel-Ghee,05/01/2012,05/06/2012,5,2334,101,Will not be back!,0
746,05/08/2022,Sugarcane juice,Beverages,25,5,125,Online,Mrs.,Midnight,Oil,AirTeli,05/03/2012,05/06/2012,3,3253,103,There was a warm feeling with the service and I felt like their guest for a special treat.,1
747,01/14/2023,Cold coffee,Beverages,40,3,120,Cash,Mrs.,Midnight,Oil,Teli Belly,05/11/2012,05/14/2012,3,4753,106,An extensive menu provides lots of options for breakfast.,1
748,09/20/2022,Sandwich,Fastfood,60,14,840,Cash,Mrs.,Night,Oil,Tel-Ghee,05/08/2012,05/15/2012,7,2742,101,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
749,08/31/2022,Vadapav,Fastfood,20,11,220,Cash,Mr.,Morning,Oil,AirTeli,05/10/2012,05/15/2012,5,1861,104,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0
750,01/02/2023,Frankie,Fastfood,50,1,50,Online,Mr.,Evening,Oil,Teli Belly,05/18/2012,05/23/2012,5,3591,101,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
751,09/16/2022,Vadapav,Fastfood,20,2,40,Cash,Mr.,Afternoon,Oil,Tel-Ghee,05/15/2012,05/21/2012,6,3190,106,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
752,04/06/2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Morning,Oil,AirTeli,05/17/2012,05/22/2012,5,2782,103,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
753,06/26/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Midnight,Oil,Teli Belly,05/25/2012,05/31/2012,6,1725,102,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
754,12/29/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Evening,Oil,Tel-Ghee,05/22/2012,05/28/2012,6,3099,106,We were sat right on time and our server from the get go was FANTASTIC!,1
755,02/01/2023,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Night,Oil,AirTeli,05/24/2012,05/29/2012,5,4409,106,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0
756,10/21/2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Morning,Oil,Teli Belly,06/01/2012,06/06/2012,5,4593,102,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
757,12/25/2022,Sugarcane juice,Beverages,25,11,275,Online,Mr.,Morning,Oil,Tel-Ghee,05/29/2012,06/03/2012,5,2745,103,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
758,09/25/2022,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening,Oil,AirTeli,05/31/2012,06/04/2012,4,2848,102,This is a GREAT place to eat!,1
759,12/25/2022,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Midnight,Oil,Teli Belly,06/08/2012,06/14/2012,6,2094,102,The jalapeno bacon is soooo good.,1
760,11/14/2022,Sugarcane juice,Beverages,25,1,25,Online,Mrs.,Evening,Oil,Tel-Ghee,06/05/2012,06/10/2012,5,4519,100,The service was poor and thats being nice.,0
761,12/11/2022,Sandwich,Fastfood,60,3,180,Cash,Mrs.,Midnight,Oil,AirTeli,06/07/2012,06/12/2012,5,4801,104,"Food was good, service was good, Prices were good.",1
762,09/04/2022,Vadapav,Fastfood,20,12,240,Online,Mrs.,Midnight,Oil,Teli Belly,06/15/2012,06/20/2012,5,2906,105,The place was not clean and the food oh so stale!,0
763,04/07/2022,Vadapav,Fastfood,20,14,280,Cash,Mrs.,Night,Oil,Tel-Ghee,06/12/2012,06/17/2012,5,4719,105,"The chicken dishes are OK, the beef is like shoe leather.",0
764,02/14/2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night,Oil,AirTeli,06/14/2012,06/18/2012,4,4611,101,But the service was beyond bad.,0
765,06/15/2022,Sandwich,Fastfood,60,13,780,Cash,Mr.,Night,Oil,Teli Belly,06/22/2012,06/25/2012,3,2027,105,"I'm so happy to be here!!!""",1
766,06/19/2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Morning,Oil,Tel-Ghee,06/19/2012,06/25/2012,6,4439,102,Tasted like dirt.,0
767,02/26/2023,Frankie,Fastfood,50,8,400,Cash,Mrs.,Afternoon,Oil,AirTeli,06/21/2012,06/28/2012,7,7500,103,One of the few places in Phoenix that I would definately go back to again .,1
768,12/01/2023,Sandwich,Fastfood,60,14,840,Cash,Mr.,Afternoon,Oil,Teli Belly,06/29/2012,07/05/2012,6,7371,101,The block was amazing.,1
769,07/06/2022,Frankie,Fastfood,50,8,400,Cash,Mr.,Morning,Oil,Tel-Ghee,06/26/2012,07/02/2012,6,5008,101,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
770,02/22/2023,Aalopuri,Fastfood,20,8,160,Cash,Mrs.,Morning,Oil,AirTeli,06/28/2012,07/03/2012,5,3365,104,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
771,08/15/2022,Panipuri,Fastfood,20,5,100,Online,Mrs.,Midnight,Oil,Teli Belly,07/06/2012,07/10/2012,4,1297,101,My sashimi was poor quality being soggy and tasteless.,0
772,03/20/2023,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening,Oil,Tel-Ghee,07/03/2012,07/09/2012,6,5886,100,Great time - family dinner on a Sunday night.,1
773,08/14/2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon,Oil,AirTeli,07/05/2012,07/10/2012,5,7500,100,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
774,03/15/2023,Vadapav,Fastfood,20,1,20,Online,Mrs.,Night,Oil,Teli Belly,07/13/2012,07/16/2012,3,2916,105,"What did bother me, was the slow service.",0
775,03/27/2023,Sandwich,Fastfood,60,6,360,Cash,Mr.,Night,Oil,Tel-Ghee,07/10/2012,07/15/2012,5,5437,100,The flair bartenders are absolutely amazing!,1
776,07/02/2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight,Oil,AirTeli,07/12/2012,07/16/2012,4,6582,102,Their frozen margaritas are WAY too sugary for my taste.,0
777,10/23/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Morning,Oil,Teli Belly,07/20/2012,07/24/2012,4,2672,104,These were so good we ordered them twice.,1
778,11/06/2022,Frankie,Fastfood,50,13,650,Cash,Mr.,Evening,Oil,Tel-Ghee,07/17/2012,07/21/2012,4,4909,103,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
779,01/16/2023,Sandwich,Fastfood,60,13,780,Cash,Mr.,Night,Oil,AirTeli,07/19/2012,07/23/2012,4,7500,106,My girlfriend's veal was very bad.,0
780,11/27/2022,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Afternoon,Oil,Teli Belly,07/27/2012,08/01/2012,5,7459,106,"Unfortunately, it was not good.",0
781,05/27/2022,Aalopuri,Fastfood,20,10,200,Online,Mr.,Midnight,Oil,Tel-Ghee,07/24/2012,07/30/2012,6,6641,105,I had a pretty satifying experience.,1
782,12/16/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Night,Oil,AirTeli,07/26/2012,07/31/2012,5,2181,100,Join the club and get awesome offers via email.,1
783,04/29/2022,Aalopuri,Fastfood,20,8,160,Cash,Mr.,Morning,Oil,Teli Belly,08/03/2012,08/09/2012,6,3806,103,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
784,09/07/2022,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning,Oil,Tel-Ghee,07/31/2012,08/06/2012,6,6360,100,Bland and flavorless is a good way of describing the barely tepid meat.,0
785,07/12/2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon,Oil,AirTeli,08/02/2012,08/09/2012,7,5011,105,"The chains, which I'm no fan of, beat this place easily.",0
786,03/13/2023,Sandwich,Fastfood,60,14,840,Online,Mrs.,Night,Oil,Teli Belly,08/10/2012,08/12/2012,2,6131,100,The nachos are a MUST HAVE!,1
787,03/25/2023,Aalopuri,Fastfood,20,2,40,Cash,Mrs.,Afternoon,Oil,Tel-Ghee,08/07/2012,08/12/2012,5,1381,105,We will not be coming back.,0
788,08/13/2022,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,Oil,AirTeli,08/09/2012,08/13/2012,4,7500,103,"I don't have very many words to say about this place, but it does everything pretty well.",1
789,03/08/2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning,Oil,Teli Belly,08/17/2012,08/22/2012,5,4244,102,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
790,07/20/2022,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Evening,Oil,Tel-Ghee,08/14/2012,08/21/2012,7,2411,104,"Great atmosphere, friendly and fast service.",1
791,07/04/2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Midnight,Oil,AirTeli,08/16/2012,08/20/2012,4,6321,103,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
792,02/25/2023,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Morning,Oil,Teli Belly,08/24/2012,08/30/2012,6,5225,106,Once your food arrives it's meh.,0
793,08/30/2022,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Night,Oil,Tel-Ghee,08/21/2012,08/28/2012,7,3261,104,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
794,02/10/2022,Sugarcane juice,Beverages,25,5,125,Online,Mr.,Afternoon,Oil,AirTeli,08/23/2012,08/28/2012,5,3527,101,The classic Maine Lobster Roll was fantastic.,1
795,10/01/2023,Vadapav,Fastfood,20,9,180,Cash,Mr.,Evening,Oil,Teli Belly,08/31/2012,09/05/2012,5,2592,101,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
796,06/25/2022,Sugarcane juice,Beverages,25,14,350,Online,Mr.,Night,Oil,Tel-Ghee,08/28/2012,09/03/2012,6,4761,104,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
797,11/26/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Night,Oil,AirTeli,08/30/2012,09/06/2012,7,2429,101,"The chips and salsa were really good, the salsa was very fresh.",1
798,05/22/2022,Frankie,Fastfood,50,12,600,Cash,Mr.,Night,Oil,Teli Belly,09/07/2012,09/09/2012,2,3927,101,This place is great!!!!!!!!!!!!!!,1
799,11/01/2023,Panipuri,Fastfood,20,1,20,Online,Mrs.,Night,Oil,Tel-Ghee,09/04/2012,09/11/2012,7,2569,102,Mediocre food.,0
800,06/11/2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Night,Oil,AirTeli,09/06/2012,09/09/2012,3,5372,106,Once you get inside you'll be impressed with the place.,1
801,04/28/2022,Aalopuri,Fastfood,20,7,140,Cash,Mrs.,Evening,Oil,Teli Belly,09/14/2012,09/16/2012,2,3547,101,I'm super pissd.,0
802,01/23/2023,Sandwich,Fastfood,60,7,420,Online,Mrs.,Afternoon,Oil,Tel-Ghee,09/11/2012,09/16/2012,5,4523,102,And service was super friendly.,1
803,08/27/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Night,Oil,AirTeli,09/13/2012,09/19/2012,6,3808,104,Why are these sad little vegetables so overcooked?,0
804,11/10/2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Night,Oil,Teli Belly,09/21/2012,09/23/2012,2,4381,100,This place was such a nice surprise!,1
805,08/05/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon,Oil,Tel-Ghee,09/18/2012,09/24/2012,6,4808,101,They were golden-crispy and delicious.,1
806,05/23/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Evening,Oil,AirTeli,09/20/2012,09/25/2012,5,1347,102,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
807,06/13/2022,Frankie,Fastfood,50,1,50,Online,Mrs.,Midnight,Oil,Teli Belly,09/28/2012,10/02/2012,4,3085,103,I could eat their bruschetta all day it is devine.,1
808,09/21/2022,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning,Oil,Tel-Ghee,09/25/2012,10/01/2012,6,1585,103,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
809,12/12/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Evening,Oil,AirTeli,09/27/2012,10/01/2012,4,5505,103,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1
810,12/27/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Morning,Oil,Teli Belly,10/05/2012,10/07/2012,2,2186,106,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
811,02/03/2023,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,Oil,Tel-Ghee,10/02/2012,10/08/2012,6,3253,103,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
812,08/08/2022,Panipuri,Fastfood,20,5,100,Cash,Mr.,Afternoon,Oil,AirTeli,10/04/2012,10/11/2012,7,3832,103,The service was terrible though.,0
813,10/13/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Afternoon,Oil,Teli Belly,10/12/2012,10/17/2012,5,4526,101,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
814,05/10/2022,Vadapav,Fastfood,20,13,260,Cash,Mrs.,Midnight,Oil,Tel-Ghee,10/09/2012,10/14/2012,5,4960,105,It was packed!!,0
815,04/20/2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Afternoon,Oil,AirTeli,10/11/2012,10/15/2012,4,888,105,I love this place.,1
816,11/01/2023,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Morning,Oil,Teli Belly,10/19/2012,10/21/2012,2,4631,105,I can say that the desserts were yummy.,1
817,05/21/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Evening,Oil,Tel-Ghee,10/16/2012,10/20/2012,4,1184,105,The food was terrible.,0
818,02/28/2023,Frankie,Fastfood,50,6,300,Cash,Mr.,Night,Oil,AirTeli,10/18/2012,10/23/2012,5,3908,100,The seasonal fruit was fresh white peach puree.,1
819,12/10/2022,Vadapav,Fastfood,20,10,200,Cash,Mr.,Evening,Oil,Teli Belly,10/26/2012,10/31/2012,5,3030,104,It kept getting worse and worse so now I'm officially done.,0
820,02/24/2023,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Midnight,Oil,Tel-Ghee,10/23/2012,10/28/2012,5,1742,104,This place should honestly be blown up.,0
821,07/24/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Midnight,Oil,AirTeli,10/25/2012,10/29/2012,4,4664,104,But I definitely would not eat here again.,0
822,06/17/2022,Panipuri,Fastfood,20,12,240,Online,Mr.,Morning,Oil,Teli Belly,11/02/2012,11/04/2012,2,6891,106,Do not waste your money here!,0
823,02/13/2023,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight,Oil,Tel-Ghee,10/30/2012,11/03/2012,4,4644,104,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
824,01/18/2023,Vadapav,Fastfood,20,2,40,Online,Mrs.,Evening,Oil,AirTeli,11/01/2012,11/06/2012,5,2373,106,The cr̻pe was delicate and thin and moist.,1
825,10/30/2022,Panipuri,Fastfood,20,14,280,Cash,Mrs.,Morning,Oil,Teli Belly,11/09/2012,11/14/2012,5,4962,105,Awful service.,0
826,02/12/2022,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Night,Oil,Tel-Ghee,11/06/2012,11/13/2012,7,3094,100,Won't ever go here again.,0
827,06/01/2023,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight,Oil,AirTeli,11/08/2012,11/14/2012,6,2560,102,Food quality has been horrible.,0
828,08/18/2022,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening,Oil,Teli Belly,11/16/2012,11/20/2012,4,3954,106,For that price I can think of a few place I would have much rather gone.,0
829,09/19/2022,Cold coffee,Beverages,40,6,240,Cash,Mr.,Night,Oil,Tel-Ghee,11/13/2012,11/17/2012,4,3616,101,The service here is fair at best.,0
830,11/28/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Night,Oil,AirTeli,11/15/2012,11/21/2012,6,2412,106,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
831,01/08/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Morning,Oil,Teli Belly,11/23/2012,11/27/2012,4,2537,106,Do yourself a favor and stay away from this dish.,0
832,06/06/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning,Oil,Tel-Ghee,11/20/2012,11/24/2012,4,2260,105,Very poor service.,0
833,01/09/2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Evening,Oil,AirTeli,11/22/2012,11/29/2012,7,5031,105,No one at the table thought the food was above average or worth the wait that we had for it.,0
834,05/25/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening,Oil,Teli Belly,11/30/2012,12/02/2012,2,4117,103,"Best service and food ever, Maria our server was so good and friendly she made our day.",1
835,09/27/2022,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,Oil,Tel-Ghee,11/27/2012,12/04/2012,7,2235,105,They were excellent.,1
836,08/31/2022,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Midnight,Oil,AirTeli,11/29/2012,12/05/2012,6,3296,106,I paid the bill but did not tip because I felt the server did a terrible job.,0
837,05/19/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,Oil,Teli Belly,12/07/2012,12/13/2012,6,1894,102,Just had lunch here and had a great experience.,1
838,07/31/2022,Cold coffee,Beverages,40,9,360,Online,Mrs.,Morning,Oil,Tel-Ghee,12/04/2012,12/11/2012,7,1732,101,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
839,08/05/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Afternoon,Oil,AirTeli,12/06/2012,12/10/2012,4,1526,102,Food is way overpriced and portions are fucking small.,0
840,02/18/2023,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Midnight,Oil,Teli Belly,12/14/2012,12/18/2012,4,4914,105,I recently tried Caballero's and I have been back every week since!,1
